Iteration	Replicate_ID	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
8827	1	-132.6141	-116.9122	-15.70193	1	0.372125	0.369982	0.369845	0.36695	0.377826	0.377811	0.377867	0.380805	0.374532
8828	0	-127.7603	-114.769	-12.99121	1	0.0137299	0.0137941	1.3288	1.32766	1.36306	1.36524	1.37103	1.31231	1.31941
8829	1	-155.7675	-115.7292	-40.03836	1	0.169776	0.145273	0.163819	0.164262	0.161335	0.161795	0.161793	0.165222	0.179089
8830	0	-136.087	-114.6568	-21.43019	1	0.303679	0.303669	1.47975	1.46597	1.49297	1.4914	1.48244	1.4955	1.50543
8831	1	-180.9995	-116.3107	-64.68875	1	0.184644	0.208288	0.214875	0.216834	0.146804	0.158657	0.161085	0.189915	0.167311
8832	0	-162.966	-115.0607	-47.90537	1	0.1383	0.137669	0.375967	0.376208	0.370812	0.370938	0.366222	0.366669	0.368598
8833	1	-150.3389	-119.9268	-30.41208	1	0.227843	0.242418	0.241902	0.241875	0.241978	0.235577	0.450152	0.455878	0.449048
8834	0	-160.6618	-113.8826	-46.77917	1	0.376737	0.376517	0.377001	0.305627	0.319755	0.325651	0.327075	0.311187	0.320841
8835	1	-161.7644	-115.0852	-46.67922	1	0.0937945	0.103596	0.103262	0.103382	0.103947	0.20692	0.200128	0.190931	0.185254
8836	0	-155.4584	-117.2847	-38.17368	1	0.0898633	0.0925397	0.104567	0.0965984	0.0913734	0.272225	0.273774	0.308296	0.300448
8837	1	-158.9166	-115.7881	-43.1285	1	0.158217	0.155421	0.156117	0.163604	0.171405	0.169979	0.214672	0.20696	0.195064
8838	0	-186.8759	-118.2981	-68.57776	1	0.178146	0.206904	0.202028	0.401028	0.398929	0.307668	0.238461	0.212259	0.221048
8839	1	-167.7197	-113.0247	-54.695	1	0.206688	0.216119	0.370133	0.362485	0.298394	0.311638	0.251871	0.260903	0.281851
8840	0	-175.3565	-115.1617	-60.19479	1	0.0681962	0.0686919	0.0714033	0.19844	0.213639	0.260733	0.235412	0.233074	0.231041
8841	1	-191.6991	-113.9506	-77.74846	1	0.105679	0.0897997	0.174597	0.250647	0.251279	0.251143	0.270073	0.258192	0.339818
8842	0	-218.5705	-115.8752	-102.6953	1	0.0722748	0.0718161	0.102154	0.144481	0.131628	0.129365	0.142067	0.20149	0.205725
8843	1	-168.8525	-114.8959	-53.95653	1	0.102479	0.263998	0.258016	0.274181	0.313349	0.312943	0.313252	0.339261	0.466884
8844	0	-182.0001	-117.4598	-64.54037	1	0.137181	0.135777	0.135892	0.1341	0.135817	0.114465	0.139508	0.139875	0.145916
8845	1	-141.1037	-112.117	-28.98673	1	0.0807591	0.0757145	0.231239	0.232474	0.227624	0.226431	0.226647	0.224734	0.225459
8846	0	-183.8646	-115.8004	-68.0642	1	0.166638	0.156148	0.165269	0.242081	0.24013	0.253079	0.398572	0.441505	0.439927
8847	1	-137.3496	-118.2244	-19.12521	1	0.176921	0.160318	0.191171	0.193547	0.182803	0.184132	0.175145	0.177393	0.178353
8848	0	-169.5487	-114.7114	-54.83735	1	0.308618	0.303151	0.303456	0.308613	0.315443	0.264569	0.27582	0.271602	0.178307
8849	1	-165.4718	-118.3675	-47.10426	1	0.189758	0.194901	0.195125	0.201483	0.203059	0.200808	0.203887	0.20694	0.206245
8850	0	-177.2981	-117.0096	-60.28846	1	0.446149	0.37296	0.437302	0.447428	0.454122	0.47334	0.41665	0.455067	0.445745
8851	1	-153.6977	-116.2089	-37.48873	1	0.400018	0.449903	0.450531	0.444426	0.52727	0.501446	0.689366	0.665781	0.586153
8852	0	-167.2239	-117.4829	-49.74096	1	0.480112	0.47874	0.476928	0.412902	0.446281	0.346452	0.358578	0.227503	0.226781
8853	1	-161.3277	-117.4806	-43.84703	1	0.576286	0.58392	0.61326	0.659254	0.376674	0.358548	0.352072	0.351917	0.410088
8854	0	-171.4071	-115.2828	-56.12435	1	0.305581	0.299335	0.285627	0.285746	0.263636	0.309956	0.330739	0.224231	0.225072
8855	1	-144.8336	-115.5285	-29.30503	1	0.472721	0.430219	0.438697	0.378838	0.457226	0.434527	0.423318	0.382714	0.3278
8856	0	-153.801	-117.0275	-36.77348	1	0.198643	0.200142	0.205591	0.192827	0.252725	0.250592	0.248126	0.25806	0.258199
8857	1	-158.4373	-118.2084	-40.2289	1	0.444726	0.479833	0.316788	0.434814	0.434135	0.36158	0.275299	0.324525	0.0654604
8858	0	-152.6005	-115.7976	-36.80291	1	0.118573	0.118639	0.112633	0.114061	0.168042	0.191123	0.18235	0.197757	0.200376
8859	1	-148.6919	-113.6427	-35.0492	1	0.226933	0.297976	0.310583	0.306752	0.248573	0.289296	0.284061	0.331642	0.31697
8860	0	-145.9399	-117.0153	-28.92465	1	0.145949	0.141766	0.113824	0.114135	0.120987	0.1201	0.202877	0.202125	0.201587
8861	1	-167.4624	-114.8372	-52.62517	1	0.256268	0.256684	0.25382	0.264495	0.267177	0.350747	0.507465	0.0998178	0.0609307
8862	0	-157.8569	-116.8176	-41.03932	1	0.181938	0.178286	0.207695	0.208178	0.361535	0.345338	0.344839	0.305975	0.287436
8863	1	-167.8035	-117.6753	-50.12819	1	0.35563	0.365324	0.230073	0.233044	0.235291	0.200774	0.225658	0.204272	0.316429
8864	0	-169.1224	-115.9522	-53.17021	1	0.0757795	0.106357	0.113971	0.220937	0.268432	0.296152	0.238906	0.238871	0.235652
8865	1	-183.9962	-113.9694	-70.02681	1	0.170144	0.16202	0.320847	0.41175	0.389966	0.476941	0.477287	0.113254	0.124511
8866	0	-191.0379	-115.0413	-75.9966	1	0.0641652	0.141425	0.132436	0.149905	0.131123	0.173815	0.416676	0.319167	0.0913862
8867	1	-168.0334	-115.7227	-52.31079	1	0.318503	0.564556	0.571067	0.546677	0.692434	0.610863	0.605651	0.488566	0.489516
8868	0	-154.4191	-113.6215	-40.79764	1	0.0652772	0.0916778	0.16785	0.172206	0.172073	0.216633	0.206372	0.198439	0.447462
8869	1	-170.6201	-115.7631	-54.85692	1	0.278302	0.360755	0.439225	0.435013	0.439862	0.381384	0.418288	0.426592	0.473254
8870	0	-157.1704	-112.144	-45.02637	1	0.108123	0.172429	0.535599	0.405488	0.39938	0.395083	0.456256	0.471978	0.647798
8871	1	-167.9389	-116.2629	-51.67606	1	0.380349	0.357974	0.374941	0.375164	0.373068	0.357359	0.387198	0.384942	0.238425
8872	0	-188.4852	-111.8545	-76.63071	1	0.0266097	0.0374762	0.355712	0.436732	0.302328	0.294247	0.231453	0.462929	0.393199
8873	1	-149.909	-115.7524	-34.15652	1	0.380102	0.380083	0.390785	0.390278	0.390772	0.391508	0.394153	0.38185	0.408415
8874	0	-183.7141	-114.721	-68.99306	1	0.0947283	0.0590038	0.278212	0.688296	0.276518	0.313164	0.275557	0.235926	0.142969
8875	1	-152.4595	-114.2156	-38.24393	1	0.307297	0.308012	0.30802	0.307193	0.349734	0.356251	0.361278	0.357773	0.356392
8876	0	-195.9998	-113.8302	-82.16963	1	0.0265358	0.0210396	0.103614	0.314281	0.199784	0.376413	0.287312	0.322059	0.313772
8877	1	-130.6264	-114.986	-15.64034	1	0.259208	0.25925	0.260476	0.260471	0.260337	0.260179	0.260437	0.258243	0.256273
8878	0	-210.1267	-112.1483	-97.9784	1	0.164253	0.631899	1.22729	0.315512	0.114955	0.218306	0.240783	0.253049	0.230826
8879	1	-151.6522	-114.8109	-36.84133	1	0.30129	0.304788	0.353959	0.355141	0.343848	0.323015	0.315932	0.323235	0.324753
8880	0	-177.0046	-112.7131	-64.29145	1	0.0134743	0.48188	0.679528	0.740754	0.494426	0.354717	0.362119	0.35409	0.290008
8881	1	-153.9241	-114.5946	-39.32951	1	0.342105	0.335732	0.310458	0.312123	0.318112	0.317207	0.306228	0.299055	0.297644
8882	0	-164.1637	-111.1967	-52.96697	1	0.0448473	0.0579213	0.486967	0.411804	0.34933	0.33674	0.35529	0.409455	0.572865
8883	1	-190.9427	-113.885	-77.05765	1	0.181415	0.387169	0.389883	0.405429	0.43627	0.440619	0.462285	0.298073	0.294422
8884	0	-181.1379	-115.8444	-65.29354	1	0.0137258	0.00721687	0.15412	0.129204	0.120097	0.202206	0.240502	0.241677	0.15381
8885	1	-197.0195	-111.7323	-85.28724	1	0.071829	0.0748033	0.274135	0.228801	0.146124	0.323671	0.369621	0.247354	0.250138
8886	0	-193.7982	-115.7737	-78.02446	1	0.0484453	0.0556805	0.102686	0.0822374	0.0840137	0.103845	0.377303	0.372129	0.388318
8887	1	-192.7629	-110.9894	-81.77343	1	0.0618056	0.0617254	0.359397	0.18832	0.0869988	0.246998	0.205776	0.163273	0.155761
8888	0	-198.8434	-114.5594	-84.28396	1	0.119721	0.10633	0.119731	0.125894	0.120129	0.215621	0.303211	0.255556	0.260438
8889	1	-183.2248	-111.9554	-71.2694	1	0.0433923	0.032565	0.599323	0.164196	0.0783709	0.150233	0.293538	0.219394	0.293999
8890	0	-176.2078	-114.2771	-61.93072	1	0.218633	0.201825	0.21238	0.216819	0.138466	0.324844	0.477866	0.427054	0.215123
8891	1	-195.3295	-111.1051	-84.22436	1	0.0605645	0.038297	0.179497	0.178324	0.0897576	0.136763	0.460229	0.326593	0.265868
8892	0	-186.1393	-113.5315	-72.6078	1	0.0716491	0.097354	0.23428	0.249742	0.213185	0.245453	0.285349	0.229213	0.111812
8893	1	-167.1354	-112.3794	-54.75602	1	0.21899	0.208485	0.377744	0.437884	0.259602	0.315816	0.37067	0.226713	0.218101
8894	0	-171.126	-113.364	-57.76198	1	0.360568	0.327165	0.385245	0.384754	0.122011	0.333319	0.304929	0.303486	0.47244
8895	1	-168.9221	-114.8329	-54.08921	1	0.0525793	0.163881	0.204609	0.487097	0.446091	0.439508	0.668945	0.428326	0.958177
8896	0	-198.8976	-115.1747	-83.72289	1	0.0916861	0.123849	0.734598	0.861437	0.878227	0.466571	1.12796	0.203433	0.226898
8897	1	-158.4382	-115.3776	-43.06066	1	0.0827689	0.136438	0.259891	0.418981	0.439823	0.551561	0.767884	0.280683	0.289078
8898	0	-165.9761	-111.1656	-54.81047	1	0.0965739	0.0312874	1.14468	0.561724	0.59416	0.331656	0.805813	0.399832	0.514536
8899	1	-162.6692	-115.9152	-46.75401	1	0.108853	0.169032	0.305621	0.487593	0.577851	0.537255	0.835551	0.572556	0.57563
8900	0	-172.4947	-116.5182	-55.97646	1	0.116995	0.0659359	0.664655	0.285292	0.29396	0.186431	0.6031	0.369382	0.457955
8901	1	-170.8929	-114.7892	-56.10367	1	0.351651	0.0857132	0.459911	0.379265	0.283682	0.447152	0.410502	0.40239	0.157458
8902	0	-176.2212	-113.7081	-62.51311	1	0.180616	0.0673294	0.208782	0.198339	0.167081	0.256337	0.216845	0.193142	0.205227
8903	1	-169.8161	-113.5622	-56.25391	1	0.0742593	0.0396695	0.177353	0.467334	0.0862437	0.16985	0.271602	0.277394	0.264956
8904	0	-166.3865	-111.4581	-54.92838	1	0.126544	0.0256605	0.464001	0.469504	0.257039	0.276991	0.292843	0.223802	0.194662
8905	1	-178.1002	-112.3594	-65.74082	1	0.0191765	0.00677412	0.135153	0.351601	0.0842375	0.0961594	0.173057	0.205724	0.226173
8906	0	-155.8194	-112.0777	-43.74172	1	0.0535082	0.0196456	0.51016	0.505183	0.358927	0.475552	0.528931	0.190717	0.155606
8907	1	-185.3742	-117.0392	-68.33501	1	0.118138	0.0725104	0.399821	0.370719	0.341509	0.154782	0.189555	0.136892	0.144693
8908	0	-151.8275	-114.3502	-37.47732	1	0.011809	0.01138	0.346858	0.329566	0.301141	0.278086	0.237951	0.0923273	0.039299
8909	1	-161.434	-116.0194	-45.41452	1	0.0960451	0.0532664	0.205635	0.196978	0.144613	0.191728	0.193721	0.839298	0.481202
8910	0	-192.2423	-112.1367	-80.10565	1	0.0772935	0.0623751	0.263804	0.274978	0.256498	0.255144	0.299682	0.0989936	0.0857821
8911	1	-176.9711	-114.4909	-62.48025	1	0.0525615	0.0536329	0.201543	0.241212	0.203046	0.185047	0.191176	0.112057	0.0681232
8912	0	-183.15	-116.7891	-66.36092	1	0.071711	0.0959075	0.135964	0.144602	0.144969	0.116575	0.113246	0.0911998	0.0972209
8913	1	-181.1051	-113.5873	-67.51781	1	0.111802	0.10994	0.163647	0.180677	0.172615	0.181308	0.259423	0.287895	0.133464
8914	0	-171.419	-116.6662	-54.75284	1	0.106234	0.167247	0.381629	0.293534	0.283679	0.237235	0.218065	0.269242	0.225467
8915	1	-164.689	-115.3765	-49.31258	1	0.185006	0.16759	0.185824	0.206796	0.169578	0.191067	0.240299	0.281721	0.275484
8916	0	-161.2892	-111.9002	-49.38903	1	0.0648085	0.0524806	0.219386	0.170097	0.181229	0.280427	0.368781	0.241906	0.261917
8917	1	-163.9124	-114.7517	-49.16066	1	0.0350685	0.0334321	0.576052	0.550398	0.496945	0.364327	0.398982	0.250406	0.269903
8918	0	-181.3481	-116.5728	-64.77532	1	0.24096	0.189006	0.350258	0.381589	0.503707	0.608221	1.12232	0.993158	1.10904
8919	1	-160.0692	-113.0504	-47.01875	1	0.0299781	0.0242024	0.697337	0.668194	0.599168	0.462369	0.474017	0.43951	1.26257
8920	0	-213.6976	-114.036	-99.66169	1	0.0744726	0.0731847	0.138039	0.116361	0.0954322	0.18829	0.288206	0.298105	0.0751175
8921	1	-162.8658	-114.2641	-48.60171	1	0.00696938	0.568438	0.444409	0.385324	0.670598	0.712096	0.636832	0.458334	0.480368
8922	0	-181.5358	-115.4046	-66.13115	1	0.112597	0.551978	0.350777	0.215393	0.203222	0.291139	0.380118	0.226384	0.473074
8923	1	-173.7939	-112.7597	-61.03415	1	0.00717343	0.00674568	0.16275	0.259451	0.263283	0.213236	0.247169	0.0726263	0.0708925
8924	0	-156.8907	-113.492	-43.39875	1	0.112073	0.55872	0.476894	0.210636	0.227596	0.561659	0.566315	0.39295	0.442472
8925	1	-185.02	-115.4069	-69.6131	1	0.0911891	0.10017	0.155628	0.627004	0.314549	0.428101	0.253061	0.22654	0.21427
8926	0	-149.81	-111.6474	-38.16266	1	0.0706753	0.100009	1.02858	0.863509	0.462473	0.434807	1.26873	1.17329	0.523111
8927	1	-175.2496	-114.4451	-60.80454	1	0.247565	0.232662	0.416404	0.605115	0.453927	0.285814	0.347804	0.349458	0.369677
8928	0	-154.5168	-118.8341	-35.68271	1	0.0329742	0.0415254	0.638338	0.558305	1.01961	0.919097	0.507842	0.507055	1.14855
8929	1	-169.6384	-113.951	-55.6874	1	0.371057	0.347345	0.379617	0.365341	0.324229	0.290149	0.270695	0.158573	0.195909
8930	0	-157.256	-112.874	-44.38206	1	0.0287563	0.0368819	0.660425	0.649566	1.02343	0.999328	0.693408	0.629061	0.898822
8931	1	-170.3051	-116.3287	-53.97642	1	0.30137	0.299675	0.302803	0.302498	0.303514	0.306541	0.315867	0.304166	0.332108
8932	0	-156.8588	-113.4333	-43.42547	1	0.130755	0.1423	1.01309	0.898018	0.900252	1.10635	0.764206	0.310156	0.417293
8933	1	-159.0679	-115.7324	-43.33555	1	0.156956	0.158463	0.161517	0.1627	0.162532	0.161962	0.162083	0.171834	0.171851
8934	0	-147.8588	-111.9158	-35.94301	1	0.077305	0.741341	1.31928	1.2723	1.22664	1.31287	1.31025	0.766471	0.751336
8935	1	-174.6986	-117.1455	-57.55311	1	0.251142	0.241771	0.242066	0.241676	0.244487	0.244949	0.257416	0.256422	0.256631
8936	0	-167.5739	-113.8071	-53.76677	1	0.0777068	0.173446	1.1346	1.17865	1.05966	1.05124	1.13521	1.13921	0.692831
8937	1	-154.3254	-114.9079	-39.4175	1	0.266857	0.279995	0.279775	0.276488	0.252544	0.25635	0.252211	0.250094	0.248988
8938	0	-159.7609	-114.1984	-45.56253	1	0.255827	0.569636	0.952123	0.81839	0.814736	0.924773	1.10176	0.537749	0.533572
8939	1	-144.6895	-115.327	-29.36251	1	0.36466	0.346134	0.328545	0.321184	0.302123	0.297915	0.316804	0.289697	0.289964
8940	0	-150.4029	-116.7124	-33.6905	1	0.296731	0.775058	1.06399	0.95017	1.07083	1.2144	1.73695	1.35198	1.24555
8941	1	-125.8584	-115.0032	-10.85523	1	0.411609	0.412285	0.415633	0.416643	0.416664	0.398104	0.397571	0.389299	0.387058
8942	0	-136.1083	-116.5501	-19.55827	1	0.510194	0.545002	1.0026	1.03519	1.01942	0.884698	1.50475	1.53596	0.929596
8943	1	-130.3958	-115.1562	-15.23954	1	0.411011	0.412521	0.41439	0.433105	0.433106	0.437127	0.471342	0.474312	0.46826
8944	0	-117.6991	-112.6196	-5.079488	1	0.258307	0.252778	1.72336	1.31191	1.18091	1.15581	1.36473	1.26974	1.6871
8945	1	-141.0546	-113.0416	-28.01304	1	0.10641	0.107856	0.309333	0.332753	0.336224	0.336512	0.360203	0.399187	0.404237
8946	0	-161.8146	-112.6525	-49.16205	1	0.218374	0.214211	1.6026	1.2539	1.09967	1.15405	1.41732	1.12952	1.24724
8947	1	-175.455	-120.1615	-55.29354	1	0.181589	0.114052	0.113639	0.106988	0.108427	0.108849	0.108105	0.105591	0.102239
8948	0	-117.0907	-116.3596	-0.7310903	1	0.238072	0.252623	1.26963	1.0115	1.06951	1.03507	0.86528	1.08126	1.37114
8949	1	-168.7201	-116.6955	-52.02459	1	0.163485	0.184208	0.186478	0.192509	0.189031	0.194277	0.153925	0.153547	0.152803
8950	0	-146.8792	-114.1705	-32.70876	1	0.195077	0.347652	1.56637	1.48882	1.54022	1.42789	1.50895	1.52184	1.27315
8951	1	-161.6597	-117.4669	-44.19274	1	0.248986	0.245215	0.332978	0.327991	0.327331	0.264917	0.268061	0.268115	0.27451
8952	0	-164.1954	-112.6237	-51.5717	1	0.150073	0.462345	2.02071	1.26537	1.27518	1.25506	1.21953	1.23971	1.20523
8953	1	-150.8372	-115.843	-34.99428	1	0.321538	0.319929	0.317872	0.32553	0.351784	0.345768	0.292416	0.293289	0.292293
8954	0	-151.3688	-112.6751	-38.69364	1	0.159676	0.555372	1.5265	0.905381	1.12192	0.975948	0.854826	0.822136	0.801749
8955	1	-142.7734	-116.858	-25.91534	1	0.340138	0.339906	0.342284	0.323312	0.321704	0.334341	0.323916	0.329051	0.297057
8956	0	-159.2406	-113.2348	-46.00572	1	0.178433	0.416837	1.94147	1.08942	0.797769	0.912726	0.985091	1.12736	0.251131
8957	1	-145.2397	-115.4095	-29.83029	1	0.199691	0.237119	0.240242	0.26944	0.269203	0.25366	0.244725	0.228393	0.222101
8958	0	-140.0487	-114.6271	-25.4216	1	0.222263	0.469974	2.02439	1.17707	0.955938	1.28488	1.57664	1.57249	0.223671
8959	1	-174.3469	-119.4504	-54.89651	1	0.416343	0.413481	0.439072	0.56603	0.529021	0.534267	0.533737	0.438547	0.490069
8960	0	-141.9149	-113.1506	-28.76431	1	0.20582	0.372578	1.68082	1.08191	0.804836	0.673925	1.31712	1.57421	0.573536
8961	1	-173.1601	-117.9279	-55.23212	1	0.349856	0.369556	0.45411	0.445078	0.438324	0.429343	0.462246	0.430934	0.449336
8962	0	-146.4343	-112.8302	-33.60413	1	0.239855	0.695403	1.25484	1.05857	0.780415	1.24901	1.20466	0.865087	1.35117
8963	1	-173.7294	-117.2092	-56.52019	1	0.274437	0.27844	0.232653	0.228043	0.225845	0.271255	0.370508	0.480331	0.642136
8964	0	-143.3856	-111.6723	-31.71332	1	0.0587044	0.152516	1.49921	1.45509	1.10548	1.43988	1.42704	0.913486	1.10421
8965	1	-166.3807	-114.5555	-51.82518	1	0.184139	0.244046	0.32695	0.356806	0.350568	0.40385	0.389818	0.3546	0.280997
8966	0	-153.7886	-113.6542	-40.13431	1	0.0961777	0.216154	1.19944	1.22134	0.906062	1.1672	1.16186	0.588067	0.947285
8967	1	-164.741	-116.8183	-47.92264	1	0.505955	0.371553	0.369943	0.651941	0.656388	0.721788	0.725651	0.408135	0.492032
8968	0	-172.3271	-113.1073	-59.21978	1	0.0714305	0.326474	0.676318	0.631286	0.477034	0.657438	0.668825	0.366092	0.970223
8969	1	-169.1788	-114.5808	-54.59801	1	0.401626	0.459643	0.475878	0.528238	0.383034	0.440088	0.290435	0.18552	0.13741
8970	0	-150.3645	-111.9551	-38.40936	1	0.0810347	0.532874	0.980106	0.937718	0.607812	1.06721	1.08439	0.72443	0.221959
8971	1	-169.5927	-117.3392	-52.25347	1	0.412133	0.385595	0.377075	0.350454	0.303189	0.288474	0.293725	0.288322	0.30461
8972	0	-162.394	-113.4066	-48.98736	1	0.145041	1.04169	1.22653	1.17011	0.945835	1.61288	1.53981	1.30951	0.395787
8973	1	-157.0434	-116.1774	-40.86598	1	0.267559	0.299853	0.299913	0.300018	0.304483	0.297464	0.304694	0.308779	0.3092
8974	0	-141.2501	-113.9689	-27.28116	1	0.0898644	1.12031	1.36609	1.33334	1.03306	1.15007	1.21038	1.01878	0.411936
8975	1	-164.2403	-114.3483	-49.89197	1	0.26846	0.273004	0.268905	0.254717	0.254217	0.254454	0.241488	0.235327	0.236871
8976	0	-152.4534	-112.8721	-39.58127	1	0.115603	0.139165	1.91856	1.70543	1.76716	1.85811	1.94113	1.07669	1.12496
8977	1	-163.9611	-116.7866	-47.17455	1	0.324301	0.310196	0.314331	0.301325	0.253046	0.261379	0.241027	0.240149	0.235739
8978	0	-156.9016	-111.5742	-45.32739	1	0.12666	0.125197	1.62109	1.17627	1.18555	1.04484	1.27887	0.496952	0.499294
8979	1	-183.5418	-115.3203	-68.22149	1	0.153129	0.153958	0.147201	0.225255	0.223754	0.210433	0.207592	0.193205	0.180912
8980	0	-132.7217	-113.1165	-19.60522	1	0.156457	0.104971	1.6623	1.37641	1.37951	1.27547	2.22054	0.619629	0.606498
8981	1	-158.787	-115.7926	-42.99438	1	0.140339	0.143018	0.15624	0.156324	0.173988	0.173596	0.180026	0.183755	0.182614
8982	0	-129.5989	-113.8968	-15.70217	1	0.363692	0.163451	1.21979	1.07333	1.07152	1.01541	1.21502	0.797767	0.922344
8983	1	-156.7708	-114.0883	-42.68252	1	0.123546	0.173221	0.265138	0.249964	0.248735	0.247392	0.461793	0.462154	0.387223
8984	0	-123.4607	-116.5088	-6.951884	1	0.477111	0.232425	1.39552	1.28001	1.29729	1.1983	1.43809	0.849002	0.629726
8985	1	-152.6465	-113.9848	-38.66172	1	0.239329	0.223854	0.304239	0.296101	0.271281	0.298607	0.290689	0.283698	0.282369
8986	0	-121.7532	-117.8334	-3.919822	1	0.288772	0.855137	0.798756	0.818372	1.03952	1.3121	1.42938	1.06785	1.14164
8987	1	-151.1893	-121.7169	-29.47234	1	0.663874	0.661103	0.699784	0.849203	0.820312	0.993244	1.10911	1.11167	1.20872
8988	0	-133.6945	-115.258	-18.43654	1	0.261859	0.360386	1.16953	1.26233	1.07797	1.11564	1.24698	0.871072	0.85199
8989	1	-123.4346	-120.909	-2.525639	1	0.674783	0.92042	0.907084	0.950282	1.23116	1.29499	1.25315	1.25157	1.30099
8990	0	-115.8344	-116.5275	0.6930766	1	0.0588227	0.0906616	1.00373	1.01789	0.986	0.987214	0.971063	0.376567	0.369492
8991	1	-136.8885	-118.9596	-17.92889	1	0.357276	0.84205	0.864597	0.952292	0.926675	1.30889	1.39529	1.3949	1.2702
8992	0	-111.011	-116.1188	5.107743	1	0.00409721	0.847731	0.949227	0.947436	0.99872	1.22709	1.23426	1.19614	0.831013
8993	1	-121.0618	-117.7059	-3.355919	1	0.658297	0.632776	0.707708	0.727491	0.687625	0.790342	0.79435	0.664844	0.664694
8994	0	-122.7257	-112.6414	-10.08431	1	0.0306074	0.959403	1.30673	1.2159	1.25373	1.54161	1.5541	1.54117	1.37993
8995	1	-154.8314	-119.1515	-35.6799	1	0.490145	0.498929	0.50387	0.520354	0.563788	0.566332	0.567765	0.572959	0.685528
8996	0	-137.0208	-113.0677	-23.95309	1	0.0415952	0.742229	1.20571	1.13769	1.03264	1.24598	1.23924	1.20696	0.959534
8997	1	-168.5262	-117.5258	-51.00044	1	0.198463	0.281965	0.335827	0.294228	0.312882	0.29214	0.199685	0.229628	0.338641
8998	0	-159.1578	-117.76	-41.39783	1	0.169346	0.203526	1.04075	0.729753	0.774088	0.812476	0.947554	1.01149	0.845333
8999	1	-151.4997	-116.3559	-35.14385	1	0.338155	0.308241	0.270174	0.265507	0.240086	0.239928	0.259752	0.264668	0.192041
9000	0	-147.5424	-112.9454	-34.59702	1	0.18031	0.260638	1.28391	1.02576	1.05991	1.05146	1.1842	1.38817	1.58875
9001	1	-140.9836	-115.58	-25.40359	1	0.360303	0.274781	0.281934	0.257079	0.262588	0.269101	0.256049	0.225027	0.238686
9002	0	-167.0706	-117.8494	-49.22111	1	0.381154	0.596497	0.873692	0.762635	0.744365	0.737308	0.631064	0.616683	0.721928
9003	1	-154.9944	-116.8679	-38.12654	1	0.402726	0.589788	0.595098	0.579192	0.286945	0.318975	0.311299	0.322005	0.335322
9004	0	-145.1024	-114.1569	-30.94556	1	0.158524	0.251413	0.810495	0.754925	0.654626	0.633834	0.58473	0.579854	0.531631
9005	1	-138.8205	-117.8461	-20.9744	1	0.487269	0.575437	0.633515	0.625267	0.626658	0.570685	0.699239	0.689957	0.800154
9006	0	-152.0619	-111.7964	-40.26546	1	0.0681444	0.0967705	0.681939	0.74558	0.251187	0.274234	0.530818	0.535415	0.553861
9007	1	-134.1946	-119.8233	-14.37126	1	0.61613	0.655453	0.634983	0.634986	0.664958	0.759193	0.743216	0.706073	0.737192
9008	0	-180.6116	-115.9294	-64.68216	1	0.186004	0.147636	0.215978	0.227948	0.163222	0.225994	0.625214	0.317704	0.344397
9009	1	-123.1557	-116.2734	-6.882308	1	0.524625	0.464431	0.452208	0.452202	0.451537	0.522655	0.522099	0.526567	0.52926
9010	0	-202.8991	-111.8926	-91.00656	1	0.0524119	0.0123057	0.946271	0.526658	0.188443	0.21091	0.187979	0.385209	0.180306
9011	1	-144.0863	-115.1571	-28.92923	1	0.406137	0.408451	0.408979	0.409731	0.413788	0.415854	0.410861	0.510791	0.515552
9012	0	-199.148	-113.3964	-85.75163	1	0.0793458	0.0112379	1.06158	0.564797	0.171179	0.187749	0.226268	0.293149	0.275909
9013	1	-167.9116	-119.6823	-48.22931	1	0.356396	0.368906	0.349428	0.308215	0.257445	0.241207	0.233048	0.133629	0.110072
9014	0	-188.7503	-112.1334	-76.61687	1	0.0581772	0.000795779	0.415965	0.43711	0.106542	0.158556	0.174325	0.197888	0.0689139
9015	1	-185.9385	-115.5751	-70.3634	1	0.11807	0.0977297	0.098704	0.317319	0.315189	0.355731	0.211539	0.232503	0.241885
9016	0	-230.5068	-112.0568	-118.45	1	0.108502	0.00141499	0.214259	0.245378	0.106916	0.171262	0.238105	0.200186	0.251301
9017	1	-189.0864	-114.4177	-74.66865	1	0.0713805	0.215992	0.194285	0.23278	0.206297	0.229888	0.273575	0.339422	0.0792578
9018	0	-208.2089	-112.7154	-95.49351	1	0.123524	0.0986325	0.637494	0.379571	0.350684	0.278957	0.289829	0.192653	0.197058
9019	1	-182.9165	-113.2917	-69.62477	1	0.0110848	0.0768748	0.127028	0.129433	0.0946388	0.146205	0.244533	0.193312	0.205476
9020	0	-206.6774	-115.1255	-91.55195	1	0.0725499	0.0476894	0.266211	0.169401	0.185615	0.196763	0.08454	0.116934	0.130228
9021	1	-174.2583	-113.4642	-60.79412	1	0.0472092	0.0379865	0.222785	0.187652	0.196638	0.205242	0.218079	0.217878	0.109894
9022	0	-197.3995	-112.1987	-85.20081	1	0.0444107	0.0440376	0.275601	0.174299	0.178601	0.178568	0.320838	0.51687	0.578092
9023	1	-167.2762	-111.4229	-55.85332	1	0.0387712	0.0206675	0.320933	0.255875	0.217452	0.197944	0.195209	0.406836	0.307599
